orcamento,lingua_original,titulo,popularidade,data_lancamento,faturamento,tempo,estado,rotulo,media_votos,contagem_votos
50000000,en,Race to Witch Mountain,23.935053,2009-03-12,106303988,98,Released,The race is on,5.5,509
54000000,en,V for Vendetta,84.630969,2006-03-15,132511035,132,Released,People should not be afraid of their governments. Governments should be afraid of their people.,7.7,4442
50000000,en,Shanghai Knights,16.251204,2003-02-06,88323487,115,Released,A Royal Kick In The Arse.,6.0,692
50000000,en,Curious George,9.894346,2006-02-10,69834815,86,Released,Get Carried Away With The Cutest Little Monkey Around!,6.2,106
50000000,en,Herbie Fully Loaded,12.050755,2005-06-22,66002004,101,Released,Start your engines...,5.1,542
50000000,en,Don't Say a Word,11.596207,2001-09-28,100020092,113,Released,...I'll never tell.,6.0,220
50000000,en,Hansel & Gretel: Witch Hunters,53.02787,2013-01-17,224803475,88,Released,Classic tale. New twist.,5.7,3239
50000000,en,Unfaithful,14.382253,2002-05-10,119137784,124,Released,Where do you go when you've gone too far?,6.3,276
50000000,en,I Am Number Four,43.450266,2011-02-18,144492830,109,Released,Three like him have already been killed…he is Number Four.,5.9,1567
50000000,en,Syriana,16.871194,2005-11-23,94000000,128,Released,Everything is connected.,6.3,451
50000000,en,13 Hours: The Secret Soldiers of Benghazi,42.526529,2016-01-13,69411370,144,Released,"When everything went wrong, six men had the courage to do what was right.",7.0,938
50000000,en,The Book of Life,34.890999,2014-10-01,97437106,95,Released,,7.3,755
45000000,en,Firewall,18.186026,2006-02-10,82800000,105,Released,Nothing Is More Dangerous Than A Man With Everything To Lose.,5.6,267
50000000,en,Absolute Power,13.576765,1997-02-14,50068310,121,Released,Corrupts Absolutely.,6.4,223
50000000,en,G.I. Jane,19.434672,1997-08-22,48169156,125,Released,Failure is not an option.,6.0,395
50000000,en,The Game,62.925175,1997-09-12,109423648,129,Released,What do you get for the man who has everything?,7.5,1506
50000000,en,Silent Hill,32.927994,2006-04-21,97607453,125,Released,We've been expecting you.,6.3,1067
0,en,The Replacements,14.837288,2000-08-07,0,118,Released,Throw the ball. Catch the girl. Keep it simple.,6.1,203
50000000,en,American Reunion,39.920035,2012-04-04,234989584,113,Released,Save the best piece for last.,6.1,1611
50000000,en,The Negotiator,28.725621,1998-07-29,44547681,140,Released,He frees hostages for a living. Now he's taking hostages to survive.,6.8,582
50000000,en,Into the Storm,20.566554,2014-08-06,160602194,89,Released,Prepare to go,5.8,817
50000000,en,Beverly Hills Cop III,20.333953,1994-05-24,119208989,104,Released,,5.5,434
50000000,en,Gremlins 2: The New Batch,33.98637,1990-06-15,41482207,106,Released,Here they grow again.,6.2,652
50000000,en,The Judge,42.472324,2014-10-08,83719388,141,Released,Defend your Honor.,7.2,1417
50000000,en,The Peacemaker,15.931084,1997-09-26,0,124,Released,How do you get the world's attention?,5.8,255
45000000,en,Resident Evil: Apocalypse,29.880122,2004-09-10,129394835,94,Released,You're all going to die.,6.1,1267
50000000,en,Bridget Jones: The Edge of Reason,28.803802,2004-11-10,40203020,108,Released,Same Bridget. Brand new diary.,6.1,750
50000000,en,Out of Time,14.993459,2003-10-03,55495563,105,Released,The Clock Is Ticking...,6.1,298
50000000,en,On Deadly Ground,9.114168,1994-02-18,49000000,102,Released,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,4.5,104
50000000,en,The Adventures of Sharkboy and Lavagirl,12.31101,2005-06-10,69425966,92,Released,Smaller heroes. Just as super.,4.4,269
40000000,en,The Beach,41.362082,2000-02-11,144056873,119,Released,Somewhere on this planet it must exist.,6.3,1233
50000000,en,Raising Helen,13.298205,2004-05-27,49718611,119,Released,Her uptown life gets turned inside out!,5.9,189
40000000,en,Ninja Assassin,19.085403,2009-09-29,60462347,99,Released,"Fear not the weapon, but the hand that wields it.",6.2,371
50000000,en,For Love of the Game,9.622345,1999-09-17,0,137,Released,Billy Chapel must choose between the woman he loves and the game he lives for.,6.3,88
50000000,en,Striptease,11.106006,1996-06-28,113309743,115,Released,Some People Get Into Trouble No Matter What They WEAR.,4.4,205
50000000,en,Marmaduke,12.25622,2010-06-04,83761844,87,Released,Live Large,5.0,149
50000000,en,Hereafter,13.365715,2010-10-15,105197635,129,Released,Touched by death. Changed by life.,5.8,510
50000000,en,Murder by Numbers,16.167093,2002-04-19,56714147,120,Released,The only flaw in their plan was her.,6.0,268
50000000,en,Assassins,23.073933,1995-10-06,30303072,132,Released,"In the shadows of life, In the business of death, One man found a reason to live...",6.0,387
50000000,en,Hannibal Rising,6.567065,2007-02-06,82169884,121,Released,It started with revenge.,6.0,654
50000000,en,The Story of Us,6.22577,1999-10-13,58900031,95,Released,,5.9,75
44000000,en,The Host,42.933027,2013-03-22,63327201,125,Released,You will be one of us,6.0,1817
50000000,en,Basic,19.226763,2003-04-18,42792561,98,Released,Deception is their most deadly weapon.,6.2,286
50000000,en,Blood Work,10.089065,2002-08-04,26199517,110,Released,He's a heartbeat away from catching the killer,6.1,206
50000000,en,The International,13.391833,2009-02-03,60161391,118,Released,Is your money making a killing?,6.0,368
50000000,en,Escape from L.A.,21.637234,1996-08-09,42277365,97,Released,Snake Is Back.,5.6,373
70000000,en,The Iron Giant,61.245957,1999-08-06,23159305,86,Released,It came from outer space!,7.6,1436
50000000,en,The Life Aquatic with Steve Zissou,25.237969,2004-12-10,34808403,119,Released,"The deeper you go, the weirder life gets.",7.1,775
50000000,en,Free State of Jones,21.589393,2016-06-24,25035950,139,Released,Based on the incredible true story.,6.6,428
50000000,en,The Life of David Gale,22.442241,2003-02-21,38955598,130,Released,The crime is clear. The truth is not.,7.3,480
40000000,en,Man of the House,6.004422,2005-02-25,0,100,Released,Protecting witnesses is a challenge. Living with them is impossible.,5.4,120
50000000,en,Run All Night,74.64653,2015-03-11,71561644,114,Released,No sin goes unpunished,6.3,1148
51500000,en,Eastern Promises,35.481169,2007-09-14,55112356,100,Released,Every sin leaves a mark.,7.2,848
50000000,en,Into the Blue,14.723467,2005-09-30,44434439,110,Released,Treasure has its price.,5.8,458
60000000,fr,Joan of Arc, that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",1999-10-18,66976317,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,The Messenger: The Story of Joan of Arc,6.2
49900000,en,Your Highness,21.408222,2011-04-08,26121638,102,Released,Get your quest on.,5.2,501
50000000,en,Dream House,19.267479,2011-09-30,38502340,84,Released,"Once upon a time, there were two little girls who lived in a house.",5.8,391
50000000,en,Mad City,3.314004,1997-11-07,10541523,114,Released,One man will make a mistake. The other will make it a spectacle.,5.9,81
50000000,en,Baby's Day Out,21.312186,1994-07-01,16671505,99,Released,No bib. No crib. No problem.,5.8,274
50000000,en,The Scarlet Letter,7.44268,1995-10-13,10382407,135,Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",5.5,108
22000000,en,Fair Game,12.54949,2010-05-20,24188922,108,Released,Wife. Mother. Spy.,6.5,235
50000000,en,Domino,18.394571,2005-09-22,22944502,127,Released,Heads You Live... Tails You Die.,6.0,444
50000000,en,Jade,8.189406,1995-10-13,9851610,95,Released,Some fantasies go too far.,5.2,44
50000000,en,Gamer,27.631262,2009-09-03,40828540,95,Released,"In the near future, you don't live to play... you'll play to live.",5.6,760
60000000,en,Beautiful Creatures,40.721373,2013-02-13,60052138,124,Released,Dark secrets will come to light.,5.6,984
55000000,en,Death to Smoochy,11.329727,2002-03-28,0,109,Released,Get ready for an unexpected hit.,5.9,132
50000000,en,Zoolander 2,37.253774,2016-02-06,55969000,100,Released,Long time no Z,4.7,797
50000000,en,The Big Bounce,6.397388,2004-01-30,6808550,88,Released,It's all in who you trust,5.0,76
60000000,en,What Planet Are You From?,2.275331,2000-03-03,0,105,Released,"To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",5.4,37
50000000,en,Drive Angry,30.387148,2011-02-24,28931401,105,Released,One hell of a ride.,5.3,600
50000000,en,Street Fighter: The Legend of Chun-Li,8.139676,2009-02-27,12764201,97,Released,Some fight for power. Some fight for us.,3.9,112
49000000,en,The One,21.746245,2001-11-02,72700000,87,Released,Stealing the power of the universes one by one.,5.7,437
49000000,en,The Adventures of Ford Fairlane,2.808428,1990-07-11,20423389,104,Released,Kojak. Columbo. Dirty Harry. Wimps.,6.2,71
50000000,en,The Boat That Rocked,31.02233,2009-04-01,36348784,116,Released,On air. Off shore. Out of control.,7.2,666
48000000,en,Traffic,25.170217,2000-12-27,207515725,147,Released,No one gets away clean,6.9,562
48000000,en,Indiana Jones and the Last Crusade,80.972475,1989-05-24,474171806,127,Released,"The man with the hat is back. And this time, he's bringing his Dad.",7.6,3152
0,en,Anna Karenina,26.38704,2012-09-06,68929150,130,Released,An epic story of love.,6.5,639
49000000,en,Chappie,116.700319,2015-03-04,104399548,120,Released,I am consciousness. I am alive. I am Chappie.,6.6,3062
73000000,en,The Bone Collector,33.884459,1999-11-04,151493655,118,Released,Serial killer vs. forensic genius,6.5,826
48000000,en,Panic Room,53.043124,2002-03-29,196397415,111,Released,,6.5,1267
0,de,The Tooth Fairy,0.716764,2006-08-08,0,0,Released,,4.3,13
75000000,en,Three Kings,34.973086,1999-09-27,108000000,114,Released,It's good to be King.,6.6,692
50000000,en,Child 44,40.371098,2015-03-15,3324330,137,Released,How do you find a killer who doesn’t exist?,6.1,547
48000000,en,Rat Race,18.60049,2001-07-30,85498534,112,Released,563 miles. 9 people. $2 million. 1001 problems!,6.0,518
48000000,en,K-PAX,30.920075,2001-10-22,50315140,120,Released,Change the way you look at the world.,7.1,695
0,en,Kate & Leopold,11.940711,2001-12-25,0,118,Released,If they lived in the same century they'd be perfect for each other.,6.0,418
48000000,en,Bedazzled,19.348007,2000-10-19,90383208,93,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,5.6,512
58000000,en,The Cotton Club,8.59075,1984-12-14,25928721,127,Released,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,6.6,68
55000000,en,3:10 to Yuma,48.801089,2007-09-06,70016220,122,Released,Time waits for one man.,6.9,1188
48000000,en,Taken 3,88.844777,2014-12-16,325771424,109,Released,It Ends Here,6.1,2200
48000000,en,Out of Sight,16.000178,1998-06-26,77745568,123,Released,Opposites attract.,6.5,333
47000000,en,The Cable Guy,19.525659,1996-06-10,102825796,96,Released,There's no such thing as free cable.,5.7,594
0,hi,1947: Earth,1.246883,1998-09-16,528972,101,Released,,6.6,9
47000000,en,Dick Tracy,7.859226,1990-06-15,103738726,103,Released,Their turf. Their game. Their rules. They didn't count on HIS law...,5.9,251
48000000,en,The Thomas Crown Affair,18.102572,1999-08-06,124305181,113,Released,How do you get the man who has everything?,6.6,339
48000000,en,Riding in Cars with Boys,7.226115,2001-10-19,35743308,132,Released,One day can make your life,Riding in Cars with Boys,6.5
15000000,en,First Blood,63.071046,1982-10-22,125212904,93,Released,This time he's fighting for his life.,7.2,1488
0,ru,Солярис,24.132271,1972-03-20,0,167,Released,,7.7,357
47000000,en,Happily N'Ever After,10.410933,2006-09-14,38085778,75,Released,Fairy Tale Endings Aren't What They Used To Be,4.6,104
47000000,en,Mary Reilly,6.067212,1996-02-23,12379402,104,Released,The untold story of Jekyll and Hyde,5.7,74
38000000,en,My Best Friend's Wedding,15.401855,1997-06-19,299288605,105,Released,It's about finding the love of your life. And deciding what to do about it.,6.3,584
0,en,America's Sweethearts,10.698929,2001-07-17,0,102,Released,Hollywood's hottest couple just split up. It'll take more than special effects to reunite them.,5.5,252
46000000,en,Insomnia,41.322708,2002-05-24,113714830,118,Released,A tough cop. A brilliant killer. An unspeakable crime.,6.8,1148
46000000,en,Star Trek: First Contact,25.6713,1996-11-21,150000000,111,Released,Resistance is futile.,7.0,661
47000000,en,Jonah Hex,22.581313,2010-06-18,10539000,80,Released,Revenge gets ugly.,4.4,420
46000000,en,Courage Under Fire,12.971122,1996-07-04,100860818,117,Released,A medal for honor. A search for justice. A battle for truth.,6.2,232
45000000,en,Liar Liar,26.721386,1997-03-21,181000000,86,Released,Trust me.,6.4,1424
25000000,en,The Infiltrator,24.672234,2016-07-13,15436808,127,Released,The true story of one man against the biggest drug cartel in history.,6.6,573
46000000,en,Inchon,0.146783,1981-05-04,5200000,140,Released,LOVE. DESTINY. HEROES. War Changes Everything.,6.5,2
46000000,en,The Flintstones,28.964162,1994-05-26,341631208,91,Released,Yabba-Dabba-Doo!,5.0,543
45000000,en,Taken 2,49.353524,2012-09-27,376141306,91,Released,First they took his daughter. Now they're coming for him.,6.1,2757
48000000,en,Scary Movie 3,36.585509,2003-10-24,220673217,84,Released,Great trilogies come in threes.,5.8,912
45000000,en,Miss Congeniality,32.624355,2000-12-14,212000000,111,Released,Never Mess With An Agent In A Dress.,6.1,961
45000000,en,Journey to the Center of the Earth,53.090422,2008-07-10,101702060,93,Released,Same Planet. Different World.,5.8,1309
40000000,en,The Princess Diaries 2: Royal Engagement,30.002907,2004-08-06,95149435,113,Released,It can take a lifetime to find true love,The Princess Diaries 2: Royal Engagement,6.0
45000000,en,The Pelican Brief,17.923254,1993-12-16,195268056,141,Released,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,6.3,371
45000000,en,The Client,17.746719,1994-07-20,117615211,119,Released,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,6.4,278
45000000,en,The Bucket List,31.305336,2007-12-25,175372502,97,Released,Find the joy.,7.0,1111
45000000,en,Patriot Games,19.637704,1992-06-04,178051587,117,Released,Not for honor. Not for country. For his wife and child.,6.3,433
43000000,en,Monster-in-Law,10.411996,2005-05-13,154749918,101,Released,This relationship is going to be a real mother.,5.6,406
46000000,en,Prisoners,88.496873,2013-09-18,122126687,153,Released,Every moment matters.,7.9,3085
45000000,en,Training Day,52.081131,2001-10-05,104876233,122,Released,"The only thing more dangerous than the line being crossed, is the cop who will cross it.",7.3,1634
45000000,en,Galaxy Quest,30.816341,1999-12-23,90683916,102,Released,A comedy of Galactic Proportions.,6.9,710
45000000,en,Scary Movie 2,35.376971,2001-07-04,141220678,83,Released,No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,5.4,982
45000000,en,The Muppets,17.047276,2011-11-22,165184237,103,Released,They're closer than you think.,6.5,501
45000000,en,Blade,43.815492,1998-08-21,131183530,120,Released,Part Man. Part Vampire. All Hero.,6.5,1905
30000000,en,Coach Carter,23.234651,2005-01-14,76669806,136,Released,It begins on the street. It ends here.,7.3,496
45000000,en,Changing Lanes,17.270539,2002-04-07,94935764,89,Released,"An ambitious lawyer, a desperate father, they had no reason to meet, until today,",5.9,299
45000000,en,Anaconda,27.684779,1997-04-11,136885767,89,Released,When You Can't Breathe You Can't Scream.,4.7,610
45000000,en,Coyote Ugly,26.79781,2000-07-30,113916474,100,Released,This party never ends.,5.8,575
40000000,en,Love Actually,37.073127,2003-09-07,244931766,135,Released,The ultimate romantic comedy.,7.0,1869
120000000,en,A Bug's Life,87.350802,1998-11-25,363258859,95,Released,An epic presentation of miniature proportions.,6.8,2303
